payeeName,count,sum_amount
OORAH! POLITICAL ACTION COMMITTEE,8,"26,000.00"
Curtis for Congress,22,"25,850.00"
Elect Democratic Women,9,"25,750.00"
Bill Foster for Congress,23,"25,600.00"
Rosemary Becchi for Congress,29,"25,550.00"
Ben Ray Lujan for Senate,11,"25,550.00"
Mike Kelly For Congress,21,"25,500.00"
Lucas for Congress,20,"25,500.00"
ASPIRE PAC,18,"25,500.00"
MIKE GALLAGHER FOR WISCONSIN,15,"25,500.00"
DEFAZIO FOR CONGRESS,14,"25,500.00"
People For Patty Murray,14,"25,500.00"
MIKE KELLY FOR CONGRESS,13,"25,500.00"
TIM PAC,12,"25,500.00"
CHARLIE CRIST FOR CONGRESS,11,"25,500.00"
A New Direction PAC,11,"25,500.00"
Strategy PAC,8,"25,500.00"
Matt Bevin for Governor,3,"25,500.00"
Tom Malinowski for Congress,18,"25,350.00"
Glenn Grothman for Congress,18,"25,300.00"
UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION WORKING FAMILIES ADVOCACY PROJECT,1,"25,263.20"
Sri for Congress,6,"25,250.00"
Dan McCready for Congress,13,"25,195.00"
BGR PAC,103,"25,000.00"
Ben Sasse for US Senate,20,"25,000.00"
Walker 4 NC,18,"25,000.00"
Grace for New York,14,"25,000.00"
Ted Budd For Congress,13,"25,000.00"
DREW FERGUSON FOR CONGRESS INC,12,"25,000.00"
Stivers For Congress,11,"25,000.00"
Upper Hand Fund,9,"25,000.00"
HEARTLAND VALUES PAC,9,"25,000.00"
Lyndon Baines Johnson Foundation,2,"25,000.00"
National Taxpayers Union,2,"25,000.00"
emilys list ,1,"25,000.00"
MCCONNELL VICTORY COMMITTEE,1,"25,000.00"
ORRIN G. HATCH FOUNDATION,1,"25,000.00"
Better Days 2020,1,"25,000.00"
5000 Role Models Of Excellence Project Inc,1,"25,000.00"
Lyndon Baines Johnson Foundation (LBJ Presidential Library),1,"25,000.00"
George P. Bush,1,"25,000.00"
CARE,1,"25,000.00"
COPD Foundation,1,"25,000.00"
LBJ Foundation's LBJ Liberty and Justice For All Award,1,"25,000.00"
Elizabeth Dole Foundation Heroes & History Makers ,1,"25,000.00"
Kay Granger Mall at Texas Wesleyan University,1,"25,000.00"
MVDINC,1,"25,000.00"
Congressional Black Caucus Political Education and Leadership Institute,1,"25,000.00"
Congressional Black Caucus Institute ,1,"25,000.00"
Congressional Club Inc.,1,"25,000.00"
NRCC (Building Fund),1,"25,000.00"
EveryLife Foundation for Rare Diseases,1,"25,000.00"
Republican Main Street Partnership ,1,"25,000.00"
The New England Council,1,"25,000.00"
Friends Of Mark Warner,12,"24,900.00"
Pascrell For Congress,16,"24,800.00"
Hawaii PAC,7,"24,800.00"
Trent Kelly for Congress,18,"24,750.00"
Lori Trahan for Congress Committee,13,"24,750.00"
Nebraska Sandhills PAC,11,"24,708.33"
Blumenthal for Connecticut,20,"24,700.00"
Katie Porter for Congress,27,"24,696.05"
Gardner for Senate,23,"24,600.00"
AMERIPAC,12,"24,525.00"
Deb Fischer for US Senate,25,"24,500.00"
Nita Lowey for Congress,22,"24,500.00"
Adrian Smith For Congress,19,"24,500.00"
Bobby Scott for Congress,18,"24,500.00"
Terri Sewell For Congress,17,"24,500.00"
Cole For Congress,16,"24,500.00"
Smart Solutions PAC,15,"24,500.00"
Carol for Congress,15,"24,500.00"
Upton For All Of Us,14,"24,500.00"
Georgia PAC,8,"24,500.00"
Arkansas for Leadership Political Action Committee,7,"24,500.00"
Casten for Congress,31,"24,462.50"
Amanda Makki for Congress,41,"24,457.50"
Mike Johnson for Louisiana,23,"24,250.00"
Together Holding Our Majority (THOMPAC),8,"24,200.00"
Amodei for Nevada,19,"24,100.00"
Jim Risch for U.S. Senate Committee,12,"24,100.00"
Conor Lamb for Congress,21,"24,050.00"
JOSH GOTTHEIMER FOR CONGRESS,17,"24,000.00"
SMUCKER FOR CONGRESS,15,"24,000.00"
CHRIS COONS FOR DELAWARE,11,"24,000.00"
Scalise For Congress,11,"24,000.00"
CONGRESSIONAL BLACK CAUCUS PAC,6,"24,000.00"
Denali Leadership PAC,11,"23,875.00"
Jim Risch for US Senate,16,"23,800.00"
Adam Smith for Congress Committee,10,"23,800.00"
Hoeven for Senate,19,"23,750.00"
Hawkeye PAC,18,"23,500.00"
Friends of Hagedorn,18,"23,500.00"
Langevin for Congress,17,"23,500.00"
HALEY STEVENS FOR CONGRESS,16,"23,500.00"
Nutmeg PAC,15,"23,500.00"
Stephanie Murphy For Congress,15,"23,500.00"
"Friends of Todd Young, Inc.",12,"23,500.00"
TEAM GRAHAM INC,11,"23,500.00"
Simpson For Congress,11,"23,500.00"
TERRI SEWELL FOR CONGRESS,11,"23,500.00"
Common Sense Common Solutions PAC,10,"23,500.00"
Keystone America PAC,10,"23,500.00"
LEGPAC,9,"23,500.00"
PERIMETER PAC,6,"23,500.00"
Ernst Victory,22,"23,400.00"
Lamborn for Congress,19,"23,250.00"
John Rose for Tennessee,16,"23,250.00"
ANTHONY GONZALEZ FOR CONGRESS,15,"23,250.00"
Pelican PAC,13,"23,250.00"
CHUY GARCIA FOR CONGRESS,11,"23,250.00"
E-PAC,11,"23,250.00"
Ted Cruz Victory Committee,14,"23,100.00"
Marcia Fudge for Congress,18,"23,000.00"
Katko For Congress,15,"23,000.00"
Scott Peters For Congress,14,"23,000.00"
Marsha for Senate,12,"23,000.00"
Daniel Webster for Congress,12,"23,000.00"
TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,10,"23,000.00"
McSally for Senate Inc,9,"23,000.00"
Clay JR for Congress,6,"23,000.00"
Lauren Underwood for Congress,36,"22,983.00"
Peters For Michigan,14,"22,656.48"
Hickenlooper for Colorado,23,"22,600.00"
Rob Portman for US Senate,20,"22,550.00"
Buddy Carter For Congress,17,"22,500.00"
Dr Brian Babin for Congress,14,"22,500.00"
ZELDIN FOR CONGRESS,14,"22,500.00"
Perdue For Senate,13,"22,500.00"
Austin Scott For Congress Inc.,12,"22,500.00"
Doyle For Congress Committee,11,"22,500.00"
PERDUE FOR SENATE,11,"22,500.00"
McConnell for Senate,9,"22,500.00"
McCaul for Congress Inc,9,"22,500.00"
BRETTPAC,8,"22,500.00"
Save America PAC,8,"22,500.00"
HUIZENGA FOR CONGRESS,8,"22,500.00"
PAUL TONKO FOR CONGRESS,7,"22,500.00"
Great America Committee,7,"22,500.00"
Excelsior PAC,6,"22,500.00"
GETTING STUFF DONE PAC GSDPAC,5,"22,500.00"
Majority Committee,5,"22,500.00"
Diana DeGette for Congress,17,"22,350.00"
Price for Congress,21,"22,250.00"
Kelly for Congress,11,"22,200.00"
MAD 4 PA PAC,15,"22,000.00"
Bill Foster for Congress Committee,13,"22,000.00"
Max Rose for Congress,11,"22,000.00"
DARREN SOTO FOR CONGRESS,11,"22,000.00"
Sinema For Arizona,11,"22,000.00"
MEUSER FOR CONGRESS,11,"22,000.00"
ALASKANS FOR DAN SULLIVAN,10,"22,000.00"
Republican Majority Fund,8,"22,000.00"
MCCARTHY VICTORY FUND,7,"22,000.00"
Sean Patrick Maloney For Congress,7,"22,000.00"
Joe Kennedy for Congress,18,"21,834.39"
21st Century Majority Fund,10,"21,833.33"
Lucille Roybal-Allard for Congress,18,"21,750.00"
Swalwell for Congress,16,"21,750.00"
DONNA SHALALA FOR CONGRESS,13,"21,750.00"
Vern Buchanan For Congress,11,"21,700.00"
Joe Morelle for Congress,21,"21,520.18"
Cramer for Senate,20,"21,500.00"
Menendez for Senate,18,"21,500.00"
Michael Waltz for Congress,16,"21,500.00"
Kirkpatrick for Arizona,16,"21,500.00"
DON BACON FOR CONGRESS,12,"21,500.00"
Andy Barr for Congress Inc.,11,"21,500.00"
ANDY BARR FOR CONGRESS INC,11,"21,500.00"
Courtney For Congress,10,"21,500.00"
Hudson For Congress,16,"21,250.00"
Re-Elect McGovern Committee,14,"21,250.00"
Democratic Senate Campaign Committee,5,"21,250.00"
Matt Lieberman for Senate,7,"21,200.00"
Portman for Senate,23,"21,000.00"
CHRISSY HOULAHAN FOR CONGRESS,18,"21,000.00"
Rodney For Congress,16,"21,000.00"
TREY FOR CONGRESS,15,"21,000.00"
Gerry Connolly for Congress,14,"21,000.00"
Bonnie Watson Coleman for Congress,13,"21,000.00"
Tina Smith For Minnesota,13,"21,000.00"
NEVADANS FOR STEVEN HORSFORD,12,"21,000.00"
People For Derek Kilmer,11,"21,000.00"
FRIENDS OF DAVE JOYCE,10,"21,000.00"
COLLINS FOR SENATOR,8,"21,000.00"
Sensible American Solutions Supporting Everyone PAC,6,"21,000.00"
Velvet Hammer PAC,6,"21,000.00"
CITIZENS FOR WATERS,6,"21,000.00"
Prairie Political Action Committee,5,"21,000.00"
Wonder Women Victory Committee ,4,"21,000.00"
Underwood for Congress,8,"20,857.00"
Burchett for Congress,18,"20,750.00"
Eliot Engel for Congress,6,"20,750.00"
ANN WAGNER FOR CONGRESS,17,"20,697.83"
Comer for Congress,21,"20,500.00"
Mark DeSaulnier for Congress,19,"20,500.00"
Friends of Chris Smith,18,"20,500.00"
Marco Rubio for US Senate,15,"20,500.00"
Grassley Committee,14,"20,500.00"
KATKO FOR CONGRESS,13,"20,500.00"
ROBIN KELLY FOR CONGRESS,10,"20,500.00"
Espaillat for Congress,10,"20,500.00"
Friends Of Schumer,8,"20,500.00"
MOTOR CITY PAC,5,"20,500.00"
Val Demings for Congress,29,"20,250.00"
Ben Sasse for US Senate Inc.,14,"20,250.00"
Kaine for Virginia,18,"20,100.00"
Citizens for Turner,22,"20,000.00"
Marco Rubio for Senate,16,"20,000.00"
Debbie Lesko for Congress,15,"20,000.00"
SCOTT PETERS FOR CONGRESS,13,"20,000.00"
TONY CARDENAS FOR CONGRESS,12,"20,000.00"
DELBENE FOR CONGRESS,11,"20,000.00"
CLEAVER FOR CONGRESS,10,"20,000.00"
Jeffries For Congress,10,"20,000.00"
BRADY FOR CONGRESS,8,"20,000.00"
Bridge PAC,6,"20,000.00"
CMR PAC,5,"20,000.00"
"FRIENDS OF TODD YOUNG, INC.",4,"20,000.00"
MAJORITY COMMITTEE PACMC PAC,4,"20,000.00"
Jobs Education & Families First (JEFF PAC),4,"20,000.00"
Puget PAC,4,"20,000.00"
GEORGIA PAC,4,"20,000.00"
Desiree Tims for Congress,4,"20,000.00"
"California State Society of Washington, D.C.",2,"20,000.00"
"Committee For Stronger Rural Communities, Inc.",1,"20,000.00"
"FLOW Group, LLC",1,"20,000.00"
EveryLife Foundation for Rare Disease,1,"20,000.00"
Congressional Hispanic Caucus Institute Award Gala,1,"20,000.00"
Congressional Black Caucus Foundation Phoenix Awards Dinner,1,"20,000.00"
George W. Bush Foundation,1,"20,000.00"
LULAC Institute,1,"20,000.00"
WORKING AMERICA COALITION,1,"20,000.00"
Tax Foundation (2019 Tax Foundation Annual Dinner),1,"20,000.00"
Congressional Hispanic Leadership Institute (CHLI),1,"20,000.00"
John F. Kennedy Library Foundation Inc.,1,"20,000.00"
Kay Granger for Congress,12,"19,850.00"
Scanlon for Congress,19,"19,750.00"
Katherine Clark For Congress,10,"19,700.00"
Ann Wagner For Congress,13,"19,500.00"
Friends of Bill Posey,12,"19,500.00"
Conservative Roundtable,11,"19,500.00"
Davis for Congress/Friends of Davis,11,"19,500.00"
Friends Of Pat Toomey,10,"19,500.00"
LANCE GOODEN FOR CONGRESS COMMITTEE,10,"19,500.00"
Billy Long For Congress,9,"19,500.00"
MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,9,"19,500.00"
PETE AGUILAR FOR CONGRESS,9,"19,500.00"
Capito For West Virginia,9,"19,500.00"
XOCHITL FOR NEW MEXICO,8,"19,500.00"
SEAN PATRICK MALONEY FOR CONGRESS,7,"19,500.00"
Build America PAC,6,"19,500.00"
Promise PAC,5,"19,500.00"
Texans for Henry Cuellar,19,"19,250.00"
Weber for Congress,15,"19,250.00"
Ratcliffe for Congress,12,"19,250.00"
Georgette Gomez for Congress,9,"19,150.00"
FRIENDS OF DENVER RIGGLEMAN INC,12,"19,000.00"
Womack for Congress Committee,12,"19,000.00"
Badlands PAC,9,"19,000.00"
STAND WITH SANCHEZ,9,"19,000.00"
Kurt Schrader For Congress,9,"19,000.00"
WALDEN FOR CONGRESS,9,"19,000.00"
STIVERS FOR CONGRESS,9,"19,000.00"
Pallone For Congress,7,"19,000.00"
BRINDISI FOR CONGRESS,7,"19,000.00"
Visclosky For Congress,7,"19,000.00"
BELIEVE IN AMERICA PAC,6,"19,000.00"
CA LUV PAC,6,"19,000.00"
America's First PAC,6,"19,000.00"
McConnell for Majority Leader Committee,5,"19,000.00"
Malinowski for Congress,18,"18,898.93"
Collins for Senator ,11,"18,850.00"
Stanton for Arizona,12,"18,750.00"
CINDY AXNE FOR CONGRESS,8,"18,619.05"
Bill Cassidy for U.S. Senate,8,"18,600.00"
John Kennedy for US,18,"18,500.00"
Mike Braun for Indiana,16,"18,500.00"
Dan Bishop for Congress,16,"18,500.00"
Friends of Todd Young,14,"18,500.00"
McHenry For Congress,10,"18,500.00"
DR JOHN JOYCE FOR CONGRESS,10,"18,500.00"
Wicker For Senate,9,"18,500.00"
Fund for a Conservative Future,9,"18,500.00"
ROUNDS FOR SENATE,9,"18,500.00"
Tomorrow is Meaningful PAC,8,"18,500.00"
Citizens for Eleanor Holmes Norton,8,"18,500.00"
Cathy McMorris Rodgers For Congress,7,"18,500.00"
LPAC,6,"18,500.00"
HOOPS PAC,5,"18,500.00"
NEBRASKA SANDHILLS PAC,5,"18,500.00"
McCarthy Victory,6,"18,310.00"
Cal for NC,16,"18,300.00"
McCollum for Congress,17,"18,250.00"
ELIZABETH PANNILL FLETCHER FOR CONGRESS,13,"18,101.05"
SINEMA FOR ARIZONA,14,"18,000.00"
Wexton For Congress,14,"18,000.00"
Cassidy for Senate,12,"18,000.00"
Blumenauer For Congress,11,"18,000.00"
BRENDA LAWRENCE FOR CONGRESS,11,"18,000.00"
Perdue Victory,11,"18,000.00"
SUOZZI FOR CONGRESS,11,"18,000.00"
CATHY MCMORRIS RODGERS FOR CONGRESS,11,"18,000.00"
BILLY LONG FOR CONGRESS,10,"18,000.00"
Beatty For Congress,9,"18,000.00"
DAN LIPINSKI FOR CONGRESS,9,"18,000.00"
ANGIE CRAIG FOR CONGRESS,9,"18,000.00"
TEXANS FOR SENATOR JOHN CORNYN INC,8,"18,000.00"
McCarthy Victory Fund ,7,"18,000.00"
LANKPAC,7,"18,000.00"
Friends Of Dick Durbin Committee,6,"18,000.00"
Strengthening Virginia's Working Families PAC,4,"18,000.00"
Kirkpatrick for Congress,22,"17,962.50"
Mark Pocan for Congress,16,"17,950.00"
Friends of Gregory Meeks,15,"17,939.71"
Young for Iowa,28,"17,900.00"
DSCC (FEC ID: C00042366 ),1,"17,750.00"
DSCC (FEC ID: C00042366),1,"17,750.00"
Doggett for Congress,19,"17,725.00"
Ted Cruz for Senate,12,"17,600.00"
Biggs for Congress,20,"17,500.00"
Thomas Massie for Congress,15,"17,500.00"
Donald Payne Jr. for Congress,13,"17,500.00"
Friends Of Cheri Bustos,13,"17,500.00"
"Steil for Wisconsin, Inc.",11,"17,500.00"
ANTHONY BROWN FOR CONGRESS,11,"17,500.00"
LIZ CHENEY FOR WYOMING,10,"17,500.00"
Doug Jones For Senate Committee,10,"17,500.00"
FRIENDS OF JIM INHOFE,9,"17,500.00"
Wasserman-Schultz for Congress,9,"17,500.00"
Oorah! Political Action Committee,8,"17,500.00"
KURT SCHRADER FOR CONGRESS,8,"17,500.00"
WILLIAM TIMMONS FOR CONGRESS,8,"17,500.00"
Bilirakis For Congress,7,"17,500.00"
BUCSHON FOR CONGRESS,7,"17,500.00"
JOBS OPPORTUNITY AND NEW IDEAS PAC,5,"17,500.00"
SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE PAC,5,"17,500.00"
Fund for A Conservative Future,5,"17,500.00"
Article 1 PAC,5,"17,500.00"
TIM RYAN FOR CONGRESS,4,"17,500.00"
New PAC,4,"17,500.00"
Christy Smith for Congress,4,"17,500.00"
New Democrat Coalition PAC,4,"17,500.00"
Steve Cohen For Congress,4,"17,500.00"
Lexington Medical Center Foundation,1,"17,500.00"
Dr. Kim Schrier for Congress,25,"17,458.00"
Team Haggerty,10,"17,250.00"
Insuring America PAC,5,"17,220.00"
Susan Collins for Senate,15,"17,100.00"
Jenniffer for Congress,9,"17,050.00"
John Moolenaar for Congress,18,"17,000.00"
Case For Congress,17,"17,000.00"
Captain Higgins for Congress,15,"17,000.00"
Texans For Jodey Arrington,14,"17,000.00"
VoteTipton.com,12,"17,000.00"
KIND FOR CONGRESS COMMITTEE,11,"17,000.00"
FRIENDS FOR GREGORY MEEKS,11,"17,000.00"
FRIENDS OF RAJA FOR CONGRESS,10,"17,000.00"
TIM SCOTT FOR SENATE,9,"17,000.00"
Brian Mast For Congress,9,"17,000.00"
Committee To Reelect Congressman Chris Smith,8,"17,000.00"
Moore For Congress,8,"17,000.00"
Sanford Bishop For Congress,8,"17,000.00"
TOM RICE FOR CONGRESS,7,"17,000.00"
SMART SOLUTIONS PAC,7,"17,000.00"
LEE PAC,7,"17,000.00"
DAVID SCOTT FOR CONGRESS,6,"17,000.00"
Progressive Choices PAC,6,"17,000.00"
FINKENAUER FOR CONGRESS,6,"17,000.00"
Together Holding Our Majority PAC,5,"17,000.00"
American Security PAC,4,"17,000.00"
Barnes & Thornburg LLP Political Action Committee,12,"16,874.00"
Cicilline Committee,14,"16,750.00"
Deb Haaland for Congress,10,"16,550.00"
DNC,17,"16,530.00"
Wonder Women Victory Committee,28,"16,500.00"
Jeff Fortenberry for United States Congress,16,"16,500.00"
Elise For Congress,13,"16,500.00"
Davis for Congress,13,"16,500.00"
Jackie Speier for Congress,11,"16,500.00"
"McCaul for Congress, Inc.",11,"16,500.00"
Himes For Congress,11,"16,500.00"
MULLIN FOR CONGRESS,11,"16,500.00"
Pineapple PAC,11,"16,500.00"
MAD4PA PAC,10,"16,500.00"
ARMSTRONG FOR CONGRESS,10,"16,500.00"
Lisa Blunt Rochester For Congress,9,"16,500.00"
BISHOP FOR CONGRESS,8,"16,500.00"
ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS,8,"16,500.00"
MIKE BOST FOR CONGRESS COMMITTEE,8,"16,500.00"
Brady For Congress,7,"16,500.00"
ROBERT ADERHOLT FOR CONGRESS,7,"16,500.00"
The Madison PAC,7,"16,500.00"
MORAN FOR KANSAS,6,"16,500.00"
JOBS FREEDOM AND SECURITY PAC,6,"16,500.00"
ALL FOR OUR COUNTRY LEADERSHIP PAC,5,"16,500.00"
Lori Trahan for Congress,16,"16,400.00"
Meadows Freedom Fund,17,"16,300.00"
Friends of Neal Dunn,15,"16,300.00"
Jessica Cisneros for Congress,6,"16,250.00"
Rick Scott for Florida,10,"16,200.00"
Mike Rounds for Senate,9,"16,200.00"
SHAHEEN FOR SENATE,10,"16,100.00"
Da Vinci Florist,1,"16,034.76"
Cohen for Congress,18,"16,000.00"
David Price for Congress,17,"16,000.00"
Chuy Garcia for Congress,12,"16,000.00"
Joyce Beatty for Congress,11,"16,000.00"
Friends of Jim Inhofe Committee,11,"16,000.00"
FRIENDS TO ELECT DR GREG MURPHY TO CONGRESS,11,"16,000.00"
Collins For Congress,10,"16,000.00"
Tim Scott For Senate,10,"16,000.00"
CLARKE FOR CONGRESS,9,"16,000.00"
VAN DREW FOR CONGRESS,9,"16,000.00"
Meuser For Congress,9,"16,000.00"
CITIZENS TO ELECT RICK LARSEN,8,"16,000.00"
PAC TO THE FUTURE,8,"16,000.00"
ADRIAN SMITH FOR CONGRESS,8,"16,000.00"
BRIAN FITZPATRICK FOR CONGRESS,8,"16,000.00"
VARGAS FOR CONGRESS,7,"16,000.00"
Jeff Duncan For Congress,7,"16,000.00"
JASON SMITH FOR CONGRESS,7,"16,000.00"
Citizens For Boyle,7,"16,000.00"
BLAINE FOR CONGRESS,7,"16,000.00"
FILEMON VELA FOR CONGRESS,6,"16,000.00"
Continuing America's Strength and Security PAC,6,"16,000.00"
Support To Ensure Victory Everywhere PAC,5,"16,000.00"
EDPAC,5,"16,000.00"
POINT PAC,5,"16,000.00"
CherPAC,5,"16,000.00"
Stephen Lynch For Congress,4,"16,000.00"
INNOVATION PAC,4,"16,000.00"
CareSource Management Services Co. PAC,2,"16,000.00"
New American Leaders,1,"16,000.00"
Friends of Sessions Senate Committee,15,"15,900.00"
Alex Mooney for Congress,8,"15,800.00"
Cal for North Carolina,6,"15,750.00"
FRIENDS OF MARK WARNER,10,"15,700.00"
Katie Hill for Congress,18,"15,552.33"
Adam Smith for Congress,17,"15,500.00"
Jim Banks for Congress,13,"15,500.00"
LOU CORREA FOR CONGRESS,11,"15,500.00"
Jason Smith For Congress,11,"15,500.00"
Emmer For Congress,11,"15,500.00"
Texans For Senator John Cornyn Inc,10,"15,500.00"
Doug LaMalfa Committee,10,"15,500.00"
Kathleen Rice for Congress,9,"15,500.00"
Re-elect McGovern Committee,9,"15,500.00"
ROSEN FOR NEVADA,9,"15,500.00"
MCHENRY FOR CONGRESS,9,"15,500.00"
Doggett For Congress,8,"15,500.00"
DAVID ROUZER FOR CONGRESS,8,"15,500.00"
Jim Risch for US Senate Committee,7,"15,500.00"
Denny Heck For Congress,7,"15,500.00"
CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,6,"15,500.00"
COWBOY PAC,5,"15,500.00"
Andre Carson For Congress,5,"15,500.00"
Virginia Foxx For Congress,5,"15,500.00"
Michigan Republican Party,4,"15,500.00"
Granite Values PAC,8,"15,350.00"
PALAZZO FOR CONGRESS,7,"15,300.00"
Georgians for Kelly Loeffler,12,"15,250.00"
Citizens for Rush,12,"15,250.00"
Jim Risch for Senate,9,"15,250.00"
BEATTY FOR CONGRESS,9,"15,250.00"
Redemption PAC,8,"15,250.00"
Mike Thompson For Congress,11,"15,197.83"
McCready for Congress,10,"15,117.52"
Building America's Republican Representation PAC,6,"15,101.88"
